historial_anon,tipo_manual
"Tweet 1:
El señor {{PERSON}} como buen  {{LOCATION}}, utilizo la desgracia de la gente para crear desastre y desviar todo los problemas que tienen encima esto se pudo prevenir pero no dio la orden... tik tak dimisión ya {{HASHTAG}} {{HASHTAG}} {{HASHTAG}}

Tweet 2:
Rt and like please ..

Tweet 3:
I have drained my wallet worth $16,{{NUMBER}} and I am devastated. I have serious problems...

Tweet 4:
MASSIVE! 😳😳😳

Engage with this tweet because  is going to make us RICH!

{{PERSON}} is the VP of development on {{PERSON}} III, {{LOCATION}}, {{LOCATION}}, etc 🚀

❤️+♻️+ reply NOW!   

$portal {{HASHTAG}}

Tweet 5:
One last push for  $portal

❤️ Like
♻️ {{PERSON}}

I hope farmers help farmers 🫡
Post your tweet link below 👇

Go!

Tweet 6:
I am a victim of phishing. I am devastated with what happened. I am rebizarre the information several times. but it looked so real.
This is the wallet that drained me everything. careful.
0x7d5F{{NUMBER}}C83dbCCd52fe8B7BB2eeD{{NUMBER}}A{{NUMBER}}C

Tweet 7:
Feliz navidad... aquí tienes tu chocolate $grape {{HASHTAG}}

Tweet 8:
Today is $grape coin day. but I can't stop thinking about an association with  {{HASHTAG}} and  games in the Web3 era..

{{HASHTAG}} {{HASHTAG}} {{HASHTAG}} $grape {{HASHTAG}}

Tweet 9:
Hello  community. I hope you have a happy and prosperous day... follow me and I'll follow you. leave your good vibes below.!!!

{{HASHTAG}} {{HASHTAG}} {{HASHTAG}}

Tweet 10:
I have 10 golden tickets for anyone who follows me and RTs this post. $grape $GRAPE

Tweet 11:
Salí del COMUNISMO ....

👽
{{LOCATION}} libre.!

{{HASHTAG}} 
{{HASHTAG}} {{HASHTAG}} {{HASHTAG}} {{HASHTAG}} {{HASHTAG}}

Tweet 12:
bullish on grape begins to accumulate at these prices before it is too late. the supply and listing is very fragile. We won't hit the moon soon..

Tweet 13:
careful {{PERSON}} ..

Tweet 14:
I bought 5  I'm very bullish on what's on the way this coming year.  and  are harvesting the grapes to make the best wine. so join the community and don't miss the progress. Take your grapes before it's too late I'm bullish..

Tweet 15:
👀👀👀🐸

Tweet 16:
Soy {{PERSON}} volvimos al juego

Tweet 17:
Cómo van los futuros millonarios. {{HASHTAG}} está prendido en fuego... 

  

 {{LOCATION}} la riqueza {{HASHTAG}}

Tweet 18:
{{HASHTAG}} está acabando con el oso. Sigue la exploración de precio..

{{PERSON}} siguiente parada 0.{{NUMBER}}. 

Sigamos empujando {{HASHTAG}}

Tweet 19:
Go {{HASHTAG}} go go go!!!!. Explorer price...

Tweet 20:
You are very pretty. I hope to meet you.  ñ",control
"Tweet 1:
La vio {{PERSON}} 😂

Tweet 2:
😂

Tweet 3:
Menos mal {{LOCATION}} es un país pequeño y civilizado, porque el torneo que se ha tirado Muslera ha sido para el olvido.

Tweet 4:
nan

Tweet 5:
nan

Tweet 6:
nan

Tweet 7:
La música mexicana es lo máximo jajaja

Tweet 8:
Como me gustaba esta Intro, más que la serie {{PERSON}} 9:
Me encanta ese Ecuador-México ojalá se de ….

Tweet 10:
La costa con AC

Tweet 11:
nan

Tweet 12:
nan

Tweet 13:
☠️☠️☠️

Tweet 14:
nan

Tweet 15:
Muy duro todo, literal …

Tweet 16:
La táctica contra Portugal ….

Tweet 17:
Ahora si puedo disfrutar de todo esto, visto desde la distancia …..😭

Tweet 18:
{{HASHTAG}} 😭

Tweet 19:
{{HASHTAG}}

Tweet 20:
nan",control
"Tweet 1:
this is me i am the worst anorexic ive never fainted or fasted more than 18 hours intentionally and i cant exercise i want to {{PERSON}} 2:
if i cant even squat to go to the toilet am i still able bodied {{PERSON}}

Tweet 3:
i reached my ugw and now i have to touch the toilet seat with my hands to help myself getting up

Tweet 4:
does no one know prosciutto or something that just looks normal to me am i going insane

Tweet 5:
i think it should be about finding community and helping each other(or just venting wtv) in a world that is very mean to disordered people....the triggering stuff and wanting to get worse its just the illness talking...maybe......i dont think most people Want to trigger people +

Tweet 6:
dw you end up with an eating disorder anyway lol

Tweet 7:
has op never seen another human irl. ive never been more than bmi 19 and i have So many stretch marks since the grand age of like 12. literally just because puberty happened. i was born and then puberty happened

Tweet 8:
the thing about this is that the first 2 look to be around 17-18 ({{PERSON}}, sucking in, most likely at least for first one) but the other two are Definitely lower. so theoretically u get to bmi 16 and you start thinking ummm i still have some stubborn fat here and here and +

Tweet 9:
cant wait to win the lottery or something so i have money to not get out of the house ever again and get to bmi 0 and {{PERSON}} 10:
not shaming invalidating etc anyone i just thought.... this whole time .....that the trend of thigh gap {{LOCATION}} a gap in the Whole thigh.. either way people are mean and i would Not be able to defend myself against comments like that i would just curl into a ball sob and die

Tweet 11:
i fear this is not my mindset......ive seen so many older ladies that are sickly thin and thought i hope thats me in 40 years

Tweet 12:
a real one

Tweet 13:
jokes on you i actually wish for a bullet to hit my vital organs every other day

Tweet 14:
eveyone here reacting to those thoughts like noo i hate to have them ! it kinda makes me feel bad for Not feeling bad lol0

Tweet 15:
now this is triggering

Tweet 16:
i know what theyre saying its true it just kinda sucks that it doesnt help. or at least it wouldnt help me because if u told me this at 18 i would just try harder because i have to always {{PERSON}} in some way

Tweet 17:
my theories 1 they dont have an ed and watched heartstopper or something 2 have had an ed for three weeks 3 fourteen year old getting their knowledge from 30 second videos

Tweet 18:
ok this is actually inhumane

Tweet 19:
i mean theyre most likely acting(? just planned beforehand) but that seems like one of the things that would give me a panic attack where i scream cry and hit my head and no one can touch me. i think anyone would break up with Me after that performance lol

Tweet 20:
this is kinda funny because mayoi(enstars) would cry and hide inside the walls and my other favs would get drunk/high idk i dont think this one applies to me",riesgo
"Tweet 1:
El cruce de vías es cuando un tren tiene que esperar por otro que viene en sentido contrario en una vía única. La responsabilidad de que ese tramo sea vía única es del ministerio de Fomento de {{PERSON}}.

Tweet 2:
Vigo. {{LOCATION}}. {{LOCATION}} lleno. Y un padre de familia se queda en el ultimo bus del día para {{LOCATION}} de las 22.30 en tierra con el billete reservado.

Tweet 3:
Non fai falla irse tan lonxe para ver como as cousas se fan un pouco ben.

Tweet 4:
hoxe sentín entre morriña e noxo. {{LOCATION}} que facer unha xestión a {{LOCATION}} e o bus atrasou 15 min en chegar dende A {{LOCATION}}. {{PERSON}} diso, todo quisque apretando para conseguir unha praza unha vez chega. ¿Tanto costaba por buses a ir e vir {{LOCATION}} - {{LOCATION}} alén dos que 👇

Tweet 5:
{{HASHTAG}} {{PERSON}}, esto no mola.

Tweet 6:
{{HASHTAG}} {{HASHTAG}} {{HASHTAG}} Os recuerdo que, si queréis oír el partido sin {{LOCATION}}, está disponible el audio de RNE que narran bastante mejor. De nada.

Tweet 7:
Empresas que quieren subvenciones? No gracias.

Tweet 8:
Sobre las audiencias {{HASHTAG}}, solamente voy a decir una cosa.

ME ALEGRO POR EL HOSTIÓN DE MEDIASET. 

Si no le hubiesen hecho la putada a los Mozos de Arousa, estoy seguro que con el tirón que han tenido este año y medio, hubiesen entrado en la disputa.

Tweet 9:
Creo que si soy {{PERSON}}, rompía el carnet del PP y me iba de {{LOCATION}}, porqué no iba a pagar ni un euro más de impuestos a un estado que suelta a los asesinos de su hermano y que no gasta el dinero en proteger a las personas ni en que se respeten órdenes de alejamiento

Tweet 10:
Mientras tanto, a pagar sablazos por circular por la {{LOCATION}}, {{LOCATION}}, {{LOCATION}} y AP-71. A {{LOCATION}}, {{LOCATION}} y {{LOCATION}} que nos follen.

Tweet 11:
{{HASHTAG}} ay los dineros nuevos que me decía mi padre. Y ay la reina presentando el Telediario.

Tweet 12:
{{HASHTAG}} este hombre no es el que salía protestando por qué los turistas se quejaban de que las gallinas cantaban, y le mandaron cerrar el gallinero?

Tweet 13:
Molaba poder ir a {{LOCATION}} desde {{LOCATION}} en tiempos razonables. Y no tardar 8 horas en {{LOCATION}} a {{LOCATION}}

Tweet 14:
Como gallego residente en {{LOCATION}} tengo unas ganas de ver a  y  hacer algo juntos.

Tweet 15:
Ambos son lameculos de sus amos.

Tweet 16:
El descuento de {{PERSON}} es compatible con la {{PERSON}} para discapacidad?

Tweet 17:
{{HASHTAG}} Cuando la ciudadanía no vota, a veces es porque ninguna candidatura tiene ideas que el votante considera que son necesarias para el país.

Tweet 18:
La participación parece que sube un pelín con respecto a {{NUMBER}}. Pero hay una cosa que es triste.

La gente va a votar con miedo a que gane el otro, no con ilusión de un proyecto nuevo. El feudalismo sigue arraigado en nuestra cultura.

Tweet 19:
Consejo:

Si vais a {{LOCATION}}, {{LOCATION}} o a {{LOCATION}} (por la {{LOCATION}}), id mejor directamente por {{LOCATION}}, {{LOCATION}} y el {{LOCATION}}.

Tweet 20:
La gente de {{LOCATION}} y las {{LOCATION}} ya sabemos que streamers no ver. La buena frustración de estar ahí abajo. Sigan disfrutando de la {{PERSON}}.",control
"Tweet 1:
desde que ima está en mi vida no paso un solo día sin reírme a carcajadas, lo que me llena el alma no tiene nombre

Tweet 2:
necesito volver a ser persona, los últimos 10 días de mi vida fui un homeless ermitaño que sólo estudia y va a cursar

Tweet 3:
mi acto feminista del día fue caer al gym en {{LOCATION}} con las piernas mal depiladas 💪🏻💪🏻💪🏻girl power (estoy ciega y no me veo los pelos)

Tweet 4:
los necochenses son todos unos crotos aspiracionales y lo demuestran en cada elección

Tweet 5:
mi abuela me dice que no salga a la calle con el estómago vacío y me ofrece un mate jajslajsjskx te amo yolanda hadid

Tweet 6:
difícil (no) que los meses siguientes superen lo que fue mayo

Tweet 7:
la función de ver los likes de amigos en reels es completamente botona

Tweet 8:
tener onlyfans te deja más baqueta que laburar de recolector de basura

Tweet 9:
que lindo dormir bien, pero que feo estar despierta antes de las 8am de un domingo.. fit pero a qué costo

Tweet 10:
la vida me da la razón todos los días un poco más

Tweet 11:
increíble que más de una persona me haya rechazado enseñarme a jugar al lol por esa razón, peor que el paco es

Tweet 12:
ahora soy una chica con journal 💋💋 gracias {{PERSON}}

Tweet 13:
me gustaría verme a través de sus ojos

Tweet 14:
no entiendo a quién le puede parecer buena idea compartir la ubicación en una app llena de degenerados, pajines y árabes 😐

Tweet 15:
cuando me estoy x dormir y me llega la notificación de xixunxan pidiéndome que me descargue {{PERSON}}Tweet 16:
but heaven knows i'm miserable NOWWW

Tweet 17:
7:36am

Tweet 18:
siempre es el pou más feo q vas a ver en tu vida

Tweet 19:
te amo corolla, soy una Toyota corolla owner wannabe y ni sé manejar

Tweet 20:
en 3 meses pasé de no correr 1 cuadra a meter 10km 
como si no fuera suficiente q fuese gymrata insoportable ahora soy runner tmb",control
"Tweet 1:
Ya quieroooo

Tweet 2:
Mi hombre y yo

Tweet 3:
nan

Tweet 4:
Si dividen votos se va a terminar yendo campanita, yo iría por yipio que tiene más hate que {{LOCATION}}😩 {{HASHTAG}}

Tweet 5:
No le tengan miedo de ir por yipio, es ahora o nunca, tiene más hate que antes {{HASHTAG}}

Tweet 6:
Bueno chicos tienen servida en bandeja a yipio, ya es hora de que se vaya eliminada. Ustedes deciden o quieren seguir ayunando {{HASHTAG}}

Tweet 7:
Valieron mis {{NUMBER}} votitos

Tweet 8:
Cinzia bajando primera, como la subestiman 💅 {{HASHTAG}}

Tweet 9:
CINZIA EN POSITIVA

Tweet 10:
Sol inmune esta semana y si queda cinzia la placa es positiva y se salva, amo {{HASHTAG}}

Tweet 11:
En realidad arg por siempre &lt;3

Tweet 12:
En este mundial arg y mex son mis fav

Tweet 13:
Ok pero honeybee?😩

Tweet 14:
😴

Tweet 15:
Que obsesión tengo con my way de {{LOCATION}} 🛐

Tweet 16:
Resumen de este GH. Cine 🚬

Tweet 17:
Las cosas horribles que está diciendo yipio sobre sol y su hija, después quien es la mierda de persona? Ya es hora de que se vaya esa odiadora serial {{HASHTAG}}

Tweet 18:
La próxima eliminada tiene que ser yipio {{HASHTAG}}

Tweet 19:
Lo que grité, aguante sol {{HASHTAG}}

Tweet 20:
Que la lloren! Viva el show",control
"Tweet 1:
si es de las mas grandes pero eso no significa que fueron super exitosos, hay una diferencia ENORME entre bts y esos fracasados

Tweet 2:
cada día salen con más tonterías, evidentemente toda la comunidad trans está llena de gente que basa su identidad en estereotipos, y ni digas que ser mujer es una experiencia porque es estúpido

Tweet 3:
no cualquiera saca d la quiebra a su empresa nadakeverienta q ni sonaba 💪

Tweet 4:
using this wont make skz music less boring n mid 🥱

Tweet 5:
mi mejor funa

Tweet 6:
las migajeritas defiende flojas sin entender lo que es un ejemplo, ni son mis favs ridi, no esta mal aceptar q a la jeni le da HUEVA estar con las 3 😭

Tweet 7:
la chica solo tiene una voz dulce y quiere ligárselo, el verdadero problema es que los hombres estén mas atraidos a características que notas mas “fuertes” en una nena
20 años de retroceso cada que abren su bocota

Tweet 8:
pero decían que {{PERSON}} era latina y hablaba español jajajajajjaja

Tweet 9:
fake latinos y se llama {{PERSON}} 10:
lol literalmente se disculpó en menos de 24hrs, pero {{PERSON}} es mejor citar un tweet de hace 1 semana x obsesión q investigar tantito

Tweet 11:
illits top 1 hit vs bts top 10 hit 🤣🤣

Tweet 12:
they say rigged but its the BTS leader against random kpop groups

Tweet 13:
r yall blind or r we just pretending

Tweet 14:
estos weyes pueden no bailar y escupirles y no va a faltar la pendejita que diga “es que también son humanos y tienen malos días, agradezcan que fueron a su país 🥺”

Tweet 15:
tremendo virgo imbécil pero tu tremenda traumada dolida para subirlo y hacer que colectivamente se burlen de él

Tweet 16:
osea en 5 años de saber q esta insatisfecha, no has descubierto el clítoris y no sabes satisfacer a una mujer sin usar tu {{LOCATION}} precoz ? 😆😆
buuuuuu

Tweet 17:
q poca madresota, como en 6 meses vas a superar a la mujer con la que dijiste que pasarías toda tu vida, literalmente le leyó una carta donde le dejó su alma y ahora resulta q ya lo superó
nanana, cancelado x pendejo

Tweet 18:
pues no amiga, todos nos burlamos de ambos {{PERSON}} son unos ridículos

Tweet 19:
en un estadio igual {{LOCATION}} hizo mas ruido, en una arena mexico hizo el triple de ruido 
gringas babosas

Tweet 20:
las anti siempre son feas",control
"Tweet 1:
ir a un sicologo hoy en dia es raro, siento que te escuchan y le preguntan a chat gpt q transtorno sera",control
"Tweet 1:
Alarma de mierda

Tweet 2:
Por las dudas no soy yo🤣

Tweet 3:
Me toca a mí ahora

Tweet 4:
Del miércoles que me vienen pasando secuencias  con muy buena vibra y termino el domingo igual ✨

Tweet 5:
Tengo ganas de pagarle las pestañas a alguien hoy 😂

Tweet 6:
Te das cuenta que sos realmente fuerte cuando la estás pasando mal  pero aún así seguís motivado para todo!

Tweet 7:
Jon Z nombró pariseo,que locura

Tweet 8:
Las quiero ver después..

Tweet 9:
Ya se terminó la semana de la dulzura y nadie me regaló nada 🥲

Tweet 10:
Día del amigo con {{PERSON}} 🔥👀

Tweet 11:
No quiero ni abrir el celular

Tweet 12:
A caso seré el peor hombre del mundo ?

Tweet 13:
Agradecidos por los amigxs que tengo,me hacen sentir muy querido💞

Tweet 14:
Me gusta cumplirle los caprichos

Tweet 15:
A dormir triste

Tweet 16:
Mi futura novia tiene que entender que si está conmigo firma un contrato de que solo puede salir a {{PERSON}}😂

Tweet 17:
Aveces tengo tanto para subir a tw,pero me aguanto y no subo nada jajaja

Tweet 18:
Gracias por el aguante siempre,te amo amigo🙌🏼🥰

Tweet 19:
Y si tú quiereeees,nos vemos el sábado {{PERSON}}…

Tweet 20:
Soñé que ye llevábamos a Martínwhite a hacer un show y de la nada se suspendió todo por que empezaron a haber llegar zombies,che ando medio traumado",control
"Tweet 1:
tengo tantas ganas de recaer y no consigo dejar de tragar

Tweet 2:
os imagináis ser de las típicas cuentas vírales en {{HASHTAG}} por ser extremadamente delgada? METAS

Tweet 3:
quiero dejar de comer porque tengo tan poca fuerza de voluntad?

Tweet 4:
alguien de aquí es de vomito complicado? y si es así, habéis conseguido provocarlo y como? necesito ayuda con eso {{HASHTAG}}

Tweet 5:
{{HASHTAG}}

Tweet 6:
no sirvo para restringir, estuve 1 día sin comer y ya nada más comer ya me comí 12 galletas (+{{NUMBER}} kcals fueron) :(

Tweet 7:
amo a esta cuenta con todo mi ser

Tweet 8:
nan

Tweet 9:
NO LES PUEDO EXPRESAR MI FELICIDAD, ME LOGRE PROVOCAR EK VOMITO (fue súper poco {{LOCATION}} no eché ni un 2% de lo que comí pero yo pensaba que era imposible que yo me lo provocase) Y ME ENCANTO

Tweet 10:
si soy {{HASHTAG}}

Tweet 11:
ya encontré el hilo :3

Tweet 12:
necesito bajar 5 kilos mínimo en 2 semanas

Tweet 13:
soy yo o edtwt esta muy inactivo? cuando yo twitteaba hace unos meses está mucho más activo {{HASHTAG}}

Tweet 14:
me atraqué

Tweet 15:
{{PERSON}} volvió la motivación por no comer os lo juro estoy dando saltos de alegría

Tweet 16:
por ahora solo hice una comida y ahora voy a bailar dos horass DALE DALE

Tweet 17:
hola mutis

Tweet 18:
“por un atracón no engordarás” como te digo que llevo atracándome diario un mes entero {{HASHTAG}}

Tweet 19:
me siento tan feliz de {{PERSON}} tener la motivación de volver

Tweet 20:
HOLA SAR VOLVIÓ SE ACUERDAN DE MI?",riesgo
